	ENTRY	KEGG_disease_name	KEGG_synosyms	ICD-10	header	float	ICD_mid_class	KMN_candidate_IDs	KMN_candidate_Names
18	H00128	Mucopolysaccharidosis type I	Hurler-Scheie syndrome;Hurler syndrome;Scheie syndrome	E76.0	E	76.0	E70-E90	KMN374;KMN375;KMN376;KMN377;KMN378;KMN379;KMN381;KMN382;KMN384;KMN385;KMN386;KMN390;KMN392;KMN393;KMN394;KMN396;KMN397;KMN401;KMN402;KMN403;KMN404;KMN405;KMN408;KMN409;KMN410;KMN411;KMN412;KMN416;KMN417;KMN419;KMN420;KMN421;KMN422;KMN423;KMN429;KMN430;KMN435;KMN438;KMN439;KMN440;KMN441;KMN444;KMN445;KMN446;KMN447;KMN448;KMN451;KMN453;KMN454;KMN456;KMN459;KMN460;KMN461;KMN462;KMN464;KMN465;KMN470;KMN471;KMN472;KMN473;KMN474;KMN475;KMN477;KMN478;KMN479;KMN480;KMN481;KMN482;KMN483;KMN484;KMN485;KMN486;KMN487;KMN488;KMN489;KMN490;KMN491;KMN492;KMN493;KMN495;KMN496;KMN497;KMN499;KMN500;KMN501;KMN502;KMN505;KMN506;KMN507;KMN508;KMN509;KMN510;KMN511;KMN512;KMN514;KMN518;KMN520;KMN521;KMN522;KMN523;KMN524;KMN525;KMN526;KMN527;KMN528;KMN529;KMN530;KMN531;KMN532;KMN533;KMN534;KMN535;KMN536;KMN537;KMN538;KMN539;KMN540;KMN541;KMN542;KMN543;KMN544;KMN547;KMN548;KMN551;KMN552;KMN553;KMN554;KMN555;KMN556;KMN557;KMN559;KMN560;KMN563;KMN564;KMN565;KMN568;KMN569;KMN570;KMN571;KMN572	3-Oxothiolase Deficiency;3-Hydroxy-3-methylglutaric Aciduria;3-Methylcrotonyl Glycinuria;3-Methylglutaconic Aciduria Type I;4-Hydroxybutyric Aciduria;Beta-mercaptolactate-cysteine disulfiduria;GM2-ganglioside activator deficiency;GTP Cyclohydrolase I Deficiency;PRPP synthetase super-activity;PRPP synthetase deficiency;X-Linked Hypophosphatemic Rickets;ApoA-I Deficiency;Arginase Deficiency;Argininosuccinic Acidemia;alpha-Ketoadipic Acidemia;alpha1 Antitrypsin Deficiency;Andersen's Syndrome;Wolman Disease;Galactosemia with Uridyl Transferase Deficiency;Uridine Diphosphate Galactose 4-Epimerase Deficiency;Ureidopropionase Deficiency;Urocanic Aciduria;CPT II Deficiency;Carnitine Deficiency;Carnosinase deficiency;Carbamylphosphate Synthase Deficiency;Carbinolamine Dehydratase Deficiency;Glucose-Galactose Malabsorption;Glucose-Transport Defect;Glutaric Acidemia Type II;Glutaric Acidemia Type I;Cholesteryl Ester Storage Disease;CETP Deficiency;Sarcosinemia;Citrullinemia Type II;Citrullinemia Type I;Sulfocysteinuria;Thymidine Phosphorylase Deficiency;Tyrosinemia Type III;Tyrosinemia Type II;Tyrosinemia Type I;ALA-Dehydratase-Deficient Porphyria;Tryptophan Malabsorption;Tryptophanuria;Niemann-Pick Disease;Hartnup Disease;Histidinuria;HPRT Deficiency;Pyrimidine 5'-Nucleotidase Deficiency;Farber Disease;Fanconi Syndrome;Phenylketonuria Type III;Phenylketonuria Type II;Phenylketonuria Type I;Fructose 1,6-diphosphatase Deficiency;Fructose 1,6-bisphosphate Aldolase A Deficiency;beta-Enolase Deficiency;Hawkinsinuria;Phosphoglycerate Kinase Deficiency;Phosphoglycerate Dehydrogenase Deficiency;Phosphoglycerate Mutase Deficiency;Homocarnosinosis;Homocystinuria and Methylmalonic Acidemia;Formiminoglutamic Aciduria;Myoadenylate Deaminase Deficiency;Mucolipidoses-III;Mucolipidoses-II;Mucopolysaccharidosis IH/S;Mucopolysaccharidosis IH;Mucopolysaccharidosis IIIA;Mucopolysaccharidosis IIIB;Mucopolysaccharidosis IIIC;Mucopolysaccharidosis IIID;Mucopolysaccharidosis II;Mucopolysaccharidosis IS;Mucopolysaccharidosis IVA;Mucopolysaccharidosis IVB;Mucopolysaccharidosis VII;Mucopolysaccharidosis VI;Metabolic Syndrome;Methionine Malabsorption;Methylmalonic Acidemia;Lysinuria;Lipoamide dehydrogenasee deficieny;Lipoprotein Lipase Deficiency;LCAT Deficiency;Hereditary Xanthinuria;Hereditary Coproporphyria;Hereditary Vitamin D-resistant Rickets;Hereditary Aceruloplasminemia;Familial Apolipoprotein C-II Deficiency;Familial Dysbetalipoproteinemia;Familial Defective ApoB-100;Familial Hyperalphalipoproteinemia;Familial Hypertriglyceridemia;Activation-Induced Cytidine Deaminase Deficiency;Hepatoerythropoietic porphyria;Glycogen Storage Disease 0;Glycogen Storage Disease III;Glycogen Storage Disease IV;Glycogen Storage Disease IX;Glycogen Storage Disease I;Glycogen Storage Disease VI;Glycogen Storage Disease XI;Pseudohypoaldosteronism;Acute Intermittent Porphyria;Glycogen Storage Disease II;Glycogen Storage Disease VII;Glycogen Storage Disease V;Primary Lactase Deficiency;Primary Hypoalphalipoproteinemia;Classic Cystinuria;Hyper Lp(a) lipoproteinemia;Hyperornithinemia-Hyperammonemia-Homocitrullinuria;Hypercystinuria;Hyperoxaluria Type II;Hyperoxaluria Type I;Hypervalinemia;Hyperhydroxyprolinemia;Hyperprolinemia Type II;Hyperprolinemia Type I;Hyperleucine-Isoleucinemia;Hyperuricemia;Autosomal Recessive Hypercholesterolemia;Neuronal ceroid-lipofuscinosis;Erythropoietic Protoporphyria;Congenital Chloridorrhea;Congenital Homocystinuria Syndrome;Congenital Erythropoietic Porphyria;Polygenic Hypercholesterolemia;Multiple Carboxylase/Biotinidase Deficiency;Variegate Porphyria;Hypouricemia;Dibasic Aminoaciduria;Lactate Dehydrogenase Deficiency;Albinism (oculocutaneous);Porphyria Cutanea Tarda;Nonketotic hyperglycinemia-type I;Essential Fructosuria;Essential pentosuria
19	H00165	Tyrosinemia	NO_DATA	E70.2	E	70.2	E70-E90	KMN374;KMN375;KMN376;KMN377;KMN378;KMN379;KMN381;KMN382;KMN384;KMN385;KMN386;KMN390;KMN392;KMN393;KMN394;KMN396;KMN397;KMN401;KMN402;KMN403;KMN404;KMN405;KMN408;KMN409;KMN410;KMN411;KMN412;KMN416;KMN417;KMN419;KMN420;KMN421;KMN422;KMN423;KMN429;KMN430;KMN435;KMN438;KMN439;KMN440;KMN441;KMN444;KMN445;KMN446;KMN447;KMN448;KMN451;KMN453;KMN454;KMN456;KMN459;KMN460;KMN461;KMN462;KMN464;KMN465;KMN470;KMN471;KMN472;KMN473;KMN474;KMN475;KMN477;KMN478;KMN479;KMN480;KMN481;KMN482;KMN483;KMN484;KMN485;KMN486;KMN487;KMN488;KMN489;KMN490;KMN491;KMN492;KMN493;KMN495;KMN496;KMN497;KMN499;KMN500;KMN501;KMN502;KMN505;KMN506;KMN507;KMN508;KMN509;KMN510;KMN511;KMN512;KMN514;KMN518;KMN520;KMN521;KMN522;KMN523;KMN524;KMN525;KMN526;KMN527;KMN528;KMN529;KMN530;KMN531;KMN532;KMN533;KMN534;KMN535;KMN536;KMN537;KMN538;KMN539;KMN540;KMN541;KMN542;KMN543;KMN544;KMN547;KMN548;KMN551;KMN552;KMN553;KMN554;KMN555;KMN556;KMN557;KMN559;KMN560;KMN563;KMN564;KMN565;KMN568;KMN569;KMN570;KMN571;KMN572	3-Oxothiolase Deficiency;3-Hydroxy-3-methylglutaric Aciduria;3-Methylcrotonyl Glycinuria;3-Methylglutaconic Aciduria Type I;4-Hydroxybutyric Aciduria;Beta-mercaptolactate-cysteine disulfiduria;GM2-ganglioside activator deficiency;GTP Cyclohydrolase I Deficiency;PRPP synthetase super-activity;PRPP synthetase deficiency;X-Linked Hypophosphatemic Rickets;ApoA-I Deficiency;Arginase Deficiency;Argininosuccinic Acidemia;alpha-Ketoadipic Acidemia;alpha1 Antitrypsin Deficiency;Andersen's Syndrome;Wolman Disease;Galactosemia with Uridyl Transferase Deficiency;Uridine Diphosphate Galactose 4-Epimerase Deficiency;Ureidopropionase Deficiency;Urocanic Aciduria;CPT II Deficiency;Carnitine Deficiency;Carnosinase deficiency;Carbamylphosphate Synthase Deficiency;Carbinolamine Dehydratase Deficiency;Glucose-Galactose Malabsorption;Glucose-Transport Defect;Glutaric Acidemia Type II;Glutaric Acidemia Type I;Cholesteryl Ester Storage Disease;CETP Deficiency;Sarcosinemia;Citrullinemia Type II;Citrullinemia Type I;Sulfocysteinuria;Thymidine Phosphorylase Deficiency;Tyrosinemia Type III;Tyrosinemia Type II;Tyrosinemia Type I;ALA-Dehydratase-Deficient Porphyria;Tryptophan Malabsorption;Tryptophanuria;Niemann-Pick Disease;Hartnup Disease;Histidinuria;HPRT Deficiency;Pyrimidine 5'-Nucleotidase Deficiency;Farber Disease;Fanconi Syndrome;Phenylketonuria Type III;Phenylketonuria Type II;Phenylketonuria Type I;Fructose 1,6-diphosphatase Deficiency;Fructose 1,6-bisphosphate Aldolase A Deficiency;beta-Enolase Deficiency;Hawkinsinuria;Phosphoglycerate Kinase Deficiency;Phosphoglycerate Dehydrogenase Deficiency;Phosphoglycerate Mutase Deficiency;Homocarnosinosis;Homocystinuria and Methylmalonic Acidemia;Formiminoglutamic Aciduria;Myoadenylate Deaminase Deficiency;Mucolipidoses-III;Mucolipidoses-II;Mucopolysaccharidosis IH/S;Mucopolysaccharidosis IH;Mucopolysaccharidosis IIIA;Mucopolysaccharidosis IIIB;Mucopolysaccharidosis IIIC;Mucopolysaccharidosis IIID;Mucopolysaccharidosis II;Mucopolysaccharidosis IS;Mucopolysaccharidosis IVA;Mucopolysaccharidosis IVB;Mucopolysaccharidosis VII;Mucopolysaccharidosis VI;Metabolic Syndrome;Methionine Malabsorption;Methylmalonic Acidemia;Lysinuria;Lipoamide dehydrogenasee deficieny;Lipoprotein Lipase Deficiency;LCAT Deficiency;Hereditary Xanthinuria;Hereditary Coproporphyria;Hereditary Vitamin D-resistant Rickets;Hereditary Aceruloplasminemia;Familial Apolipoprotein C-II Deficiency;Familial Dysbetalipoproteinemia;Familial Defective ApoB-100;Familial Hyperalphalipoproteinemia;Familial Hypertriglyceridemia;Activation-Induced Cytidine Deaminase Deficiency;Hepatoerythropoietic porphyria;Glycogen Storage Disease 0;Glycogen Storage Disease III;Glycogen Storage Disease IV;Glycogen Storage Disease IX;Glycogen Storage Disease I;Glycogen Storage Disease VI;Glycogen Storage Disease XI;Pseudohypoaldosteronism;Acute Intermittent Porphyria;Glycogen Storage Disease II;Glycogen Storage Disease VII;Glycogen Storage Disease V;Primary Lactase Deficiency;Primary Hypoalphalipoproteinemia;Classic Cystinuria;Hyper Lp(a) lipoproteinemia;Hyperornithinemia-Hyperammonemia-Homocitrullinuria;Hypercystinuria;Hyperoxaluria Type II;Hyperoxaluria Type I;Hypervalinemia;Hyperhydroxyprolinemia;Hyperprolinemia Type II;Hyperprolinemia Type I;Hyperleucine-Isoleucinemia;Hyperuricemia;Autosomal Recessive Hypercholesterolemia;Neuronal ceroid-lipofuscinosis;Erythropoietic Protoporphyria;Congenital Chloridorrhea;Congenital Homocystinuria Syndrome;Congenital Erythropoietic Porphyria;Polygenic Hypercholesterolemia;Multiple Carboxylase/Biotinidase Deficiency;Variegate Porphyria;Hypouricemia;Dibasic Aminoaciduria;Lactate Dehydrogenase Deficiency;Albinism (oculocutaneous);Porphyria Cutanea Tarda;Nonketotic hyperglycinemia-type I;Essential Fructosuria;Essential pentosuria
20	H00202	Hepatic porphyria	NO_DATA	E80.1	E	80.1	E70-E90	KMN374;KMN375;KMN376;KMN377;KMN378;KMN379;KMN381;KMN382;KMN384;KMN385;KMN386;KMN390;KMN392;KMN393;KMN394;KMN396;KMN397;KMN401;KMN402;KMN403;KMN404;KMN405;KMN408;KMN409;KMN410;KMN411;KMN412;KMN416;KMN417;KMN419;KMN420;KMN421;KMN422;KMN423;KMN429;KMN430;KMN435;KMN438;KMN439;KMN440;KMN441;KMN444;KMN445;KMN446;KMN447;KMN448;KMN451;KMN453;KMN454;KMN456;KMN459;KMN460;KMN461;KMN462;KMN464;KMN465;KMN470;KMN471;KMN472;KMN473;KMN474;KMN475;KMN477;KMN478;KMN479;KMN480;KMN481;KMN482;KMN483;KMN484;KMN485;KMN486;KMN487;KMN488;KMN489;KMN490;KMN491;KMN492;KMN493;KMN495;KMN496;KMN497;KMN499;KMN500;KMN501;KMN502;KMN505;KMN506;KMN507;KMN508;KMN509;KMN510;KMN511;KMN512;KMN514;KMN518;KMN520;KMN521;KMN522;KMN523;KMN524;KMN525;KMN526;KMN527;KMN528;KMN529;KMN530;KMN531;KMN532;KMN533;KMN534;KMN535;KMN536;KMN537;KMN538;KMN539;KMN540;KMN541;KMN542;KMN543;KMN544;KMN547;KMN548;KMN551;KMN552;KMN553;KMN554;KMN555;KMN556;KMN557;KMN559;KMN560;KMN563;KMN564;KMN565;KMN568;KMN569;KMN570;KMN571;KMN572	3-Oxothiolase Deficiency;3-Hydroxy-3-methylglutaric Aciduria;3-Methylcrotonyl Glycinuria;3-Methylglutaconic Aciduria Type I;4-Hydroxybutyric Aciduria;Beta-mercaptolactate-cysteine disulfiduria;GM2-ganglioside activator deficiency;GTP Cyclohydrolase I Deficiency;PRPP synthetase super-activity;PRPP synthetase deficiency;X-Linked Hypophosphatemic Rickets;ApoA-I Deficiency;Arginase Deficiency;Argininosuccinic Acidemia;alpha-Ketoadipic Acidemia;alpha1 Antitrypsin Deficiency;Andersen's Syndrome;Wolman Disease;Galactosemia with Uridyl Transferase Deficiency;Uridine Diphosphate Galactose 4-Epimerase Deficiency;Ureidopropionase Deficiency;Urocanic Aciduria;CPT II Deficiency;Carnitine Deficiency;Carnosinase deficiency;Carbamylphosphate Synthase Deficiency;Carbinolamine Dehydratase Deficiency;Glucose-Galactose Malabsorption;Glucose-Transport Defect;Glutaric Acidemia Type II;Glutaric Acidemia Type I;Cholesteryl Ester Storage Disease;CETP Deficiency;Sarcosinemia;Citrullinemia Type II;Citrullinemia Type I;Sulfocysteinuria;Thymidine Phosphorylase Deficiency;Tyrosinemia Type III;Tyrosinemia Type II;Tyrosinemia Type I;ALA-Dehydratase-Deficient Porphyria;Tryptophan Malabsorption;Tryptophanuria;Niemann-Pick Disease;Hartnup Disease;Histidinuria;HPRT Deficiency;Pyrimidine 5'-Nucleotidase Deficiency;Farber Disease;Fanconi Syndrome;Phenylketonuria Type III;Phenylketonuria Type II;Phenylketonuria Type I;Fructose 1,6-diphosphatase Deficiency;Fructose 1,6-bisphosphate Aldolase A Deficiency;beta-Enolase Deficiency;Hawkinsinuria;Phosphoglycerate Kinase Deficiency;Phosphoglycerate Dehydrogenase Deficiency;Phosphoglycerate Mutase Deficiency;Homocarnosinosis;Homocystinuria and Methylmalonic Acidemia;Formiminoglutamic Aciduria;Myoadenylate Deaminase Deficiency;Mucolipidoses-III;Mucolipidoses-II;Mucopolysaccharidosis IH/S;Mucopolysaccharidosis IH;Mucopolysaccharidosis IIIA;Mucopolysaccharidosis IIIB;Mucopolysaccharidosis IIIC;Mucopolysaccharidosis IIID;Mucopolysaccharidosis II;Mucopolysaccharidosis IS;Mucopolysaccharidosis IVA;Mucopolysaccharidosis IVB;Mucopolysaccharidosis VII;Mucopolysaccharidosis VI;Metabolic Syndrome;Methionine Malabsorption;Methylmalonic Acidemia;Lysinuria;Lipoamide dehydrogenasee deficieny;Lipoprotein Lipase Deficiency;LCAT Deficiency;Hereditary Xanthinuria;Hereditary Coproporphyria;Hereditary Vitamin D-resistant Rickets;Hereditary Aceruloplasminemia;Familial Apolipoprotein C-II Deficiency;Familial Dysbetalipoproteinemia;Familial Defective ApoB-100;Familial Hyperalphalipoproteinemia;Familial Hypertriglyceridemia;Activation-Induced Cytidine Deaminase Deficiency;Hepatoerythropoietic porphyria;Glycogen Storage Disease 0;Glycogen Storage Disease III;Glycogen Storage Disease IV;Glycogen Storage Disease IX;Glycogen Storage Disease I;Glycogen Storage Disease VI;Glycogen Storage Disease XI;Pseudohypoaldosteronism;Acute Intermittent Porphyria;Glycogen Storage Disease II;Glycogen Storage Disease VII;Glycogen Storage Disease V;Primary Lactase Deficiency;Primary Hypoalphalipoproteinemia;Classic Cystinuria;Hyper Lp(a) lipoproteinemia;Hyperornithinemia-Hyperammonemia-Homocitrullinuria;Hypercystinuria;Hyperoxaluria Type II;Hyperoxaluria Type I;Hypervalinemia;Hyperhydroxyprolinemia;Hyperprolinemia Type II;Hyperprolinemia Type I;Hyperleucine-Isoleucinemia;Hyperuricemia;Autosomal Recessive Hypercholesterolemia;Neuronal ceroid-lipofuscinosis;Erythropoietic Protoporphyria;Congenital Chloridorrhea;Congenital Homocystinuria Syndrome;Congenital Erythropoietic Porphyria;Polygenic Hypercholesterolemia;Multiple Carboxylase/Biotinidase Deficiency;Variegate Porphyria;Hypouricemia;Dibasic Aminoaciduria;Lactate Dehydrogenase Deficiency;Albinism (oculocutaneous);Porphyria Cutanea Tarda;Nonketotic hyperglycinemia-type I;Essential Fructosuria;Essential pentosuria
21	H00202	Hepatic porphyria	NO_DATA	E80.2	E	80.2	E70-E90	KMN374;KMN375;KMN376;KMN377;KMN378;KMN379;KMN381;KMN382;KMN384;KMN385;KMN386;KMN390;KMN392;KMN393;KMN394;KMN396;KMN397;KMN401;KMN402;KMN403;KMN404;KMN405;KMN408;KMN409;KMN410;KMN411;KMN412;KMN416;KMN417;KMN419;KMN420;KMN421;KMN422;KMN423;KMN429;KMN430;KMN435;KMN438;KMN439;KMN440;KMN441;KMN444;KMN445;KMN446;KMN447;KMN448;KMN451;KMN453;KMN454;KMN456;KMN459;KMN460;KMN461;KMN462;KMN464;KMN465;KMN470;KMN471;KMN472;KMN473;KMN474;KMN475;KMN477;KMN478;KMN479;KMN480;KMN481;KMN482;KMN483;KMN484;KMN485;KMN486;KMN487;KMN488;KMN489;KMN490;KMN491;KMN492;KMN493;KMN495;KMN496;KMN497;KMN499;KMN500;KMN501;KMN502;KMN505;KMN506;KMN507;KMN508;KMN509;KMN510;KMN511;KMN512;KMN514;KMN518;KMN520;KMN521;KMN522;KMN523;KMN524;KMN525;KMN526;KMN527;KMN528;KMN529;KMN530;KMN531;KMN532;KMN533;KMN534;KMN535;KMN536;KMN537;KMN538;KMN539;KMN540;KMN541;KMN542;KMN543;KMN544;KMN547;KMN548;KMN551;KMN552;KMN553;KMN554;KMN555;KMN556;KMN557;KMN559;KMN560;KMN563;KMN564;KMN565;KMN568;KMN569;KMN570;KMN571;KMN572	3-Oxothiolase Deficiency;3-Hydroxy-3-methylglutaric Aciduria;3-Methylcrotonyl Glycinuria;3-Methylglutaconic Aciduria Type I;4-Hydroxybutyric Aciduria;Beta-mercaptolactate-cysteine disulfiduria;GM2-ganglioside activator deficiency;GTP Cyclohydrolase I Deficiency;PRPP synthetase super-activity;PRPP synthetase deficiency;X-Linked Hypophosphatemic Rickets;ApoA-I Deficiency;Arginase Deficiency;Argininosuccinic Acidemia;alpha-Ketoadipic Acidemia;alpha1 Antitrypsin Deficiency;Andersen's Syndrome;Wolman Disease;Galactosemia with Uridyl Transferase Deficiency;Uridine Diphosphate Galactose 4-Epimerase Deficiency;Ureidopropionase Deficiency;Urocanic Aciduria;CPT II Deficiency;Carnitine Deficiency;Carnosinase deficiency;Carbamylphosphate Synthase Deficiency;Carbinolamine Dehydratase Deficiency;Glucose-Galactose Malabsorption;Glucose-Transport Defect;Glutaric Acidemia Type II;Glutaric Acidemia Type I;Cholesteryl Ester Storage Disease;CETP Deficiency;Sarcosinemia;Citrullinemia Type II;Citrullinemia Type I;Sulfocysteinuria;Thymidine Phosphorylase Deficiency;Tyrosinemia Type III;Tyrosinemia Type II;Tyrosinemia Type I;ALA-Dehydratase-Deficient Porphyria;Tryptophan Malabsorption;Tryptophanuria;Niemann-Pick Disease;Hartnup Disease;Histidinuria;HPRT Deficiency;Pyrimidine 5'-Nucleotidase Deficiency;Farber Disease;Fanconi Syndrome;Phenylketonuria Type III;Phenylketonuria Type II;Phenylketonuria Type I;Fructose 1,6-diphosphatase Deficiency;Fructose 1,6-bisphosphate Aldolase A Deficiency;beta-Enolase Deficiency;Hawkinsinuria;Phosphoglycerate Kinase Deficiency;Phosphoglycerate Dehydrogenase Deficiency;Phosphoglycerate Mutase Deficiency;Homocarnosinosis;Homocystinuria and Methylmalonic Acidemia;Formiminoglutamic Aciduria;Myoadenylate Deaminase Deficiency;Mucolipidoses-III;Mucolipidoses-II;Mucopolysaccharidosis IH/S;Mucopolysaccharidosis IH;Mucopolysaccharidosis IIIA;Mucopolysaccharidosis IIIB;Mucopolysaccharidosis IIIC;Mucopolysaccharidosis IIID;Mucopolysaccharidosis II;Mucopolysaccharidosis IS;Mucopolysaccharidosis IVA;Mucopolysaccharidosis IVB;Mucopolysaccharidosis VII;Mucopolysaccharidosis VI;Metabolic Syndrome;Methionine Malabsorption;Methylmalonic Acidemia;Lysinuria;Lipoamide dehydrogenasee deficieny;Lipoprotein Lipase Deficiency;LCAT Deficiency;Hereditary Xanthinuria;Hereditary Coproporphyria;Hereditary Vitamin D-resistant Rickets;Hereditary Aceruloplasminemia;Familial Apolipoprotein C-II Deficiency;Familial Dysbetalipoproteinemia;Familial Defective ApoB-100;Familial Hyperalphalipoproteinemia;Familial Hypertriglyceridemia;Activation-Induced Cytidine Deaminase Deficiency;Hepatoerythropoietic porphyria;Glycogen Storage Disease 0;Glycogen Storage Disease III;Glycogen Storage Disease IV;Glycogen Storage Disease IX;Glycogen Storage Disease I;Glycogen Storage Disease VI;Glycogen Storage Disease XI;Pseudohypoaldosteronism;Acute Intermittent Porphyria;Glycogen Storage Disease II;Glycogen Storage Disease VII;Glycogen Storage Disease V;Primary Lactase Deficiency;Primary Hypoalphalipoproteinemia;Classic Cystinuria;Hyper Lp(a) lipoproteinemia;Hyperornithinemia-Hyperammonemia-Homocitrullinuria;Hypercystinuria;Hyperoxaluria Type II;Hyperoxaluria Type I;Hypervalinemia;Hyperhydroxyprolinemia;Hyperprolinemia Type II;Hyperprolinemia Type I;Hyperleucine-Isoleucinemia;Hyperuricemia;Autosomal Recessive Hypercholesterolemia;Neuronal ceroid-lipofuscinosis;Erythropoietic Protoporphyria;Congenital Chloridorrhea;Congenital Homocystinuria Syndrome;Congenital Erythropoietic Porphyria;Polygenic Hypercholesterolemia;Multiple Carboxylase/Biotinidase Deficiency;Variegate Porphyria;Hypouricemia;Dibasic Aminoaciduria;Lactate Dehydrogenase Deficiency;Albinism (oculocutaneous);Porphyria Cutanea Tarda;Nonketotic hyperglycinemia-type I;Essential Fructosuria;Essential pentosuria
22	H00215	Periodic paralysis	NO_DATA	G72.3	G	72.3	G70-G73	KMN648;KMN649;KMN654;KMN655;KMN658;KMN659;KMN662;KMN663;KMN665;KMN666;KMN667;KMN670;KMN673;KMN674;KMN676;KMN677;KMN678;KMN680;KMN681;KMN682;KMN683;KMN684;KMN685;KMN686;KMN687;KMN688;KMN693	Myotonic Dystrophy Type 1;Myotonic Dystrophy Type 2;Schwartz-Jampel syndrome (chondrodystrophic myotonia);Stiff-Person Syndrome;Thomsen's Disease;Na channel myotonia;Becker's Disease;Mitochondrial DNA Depletion Myopathy;Primary merosin deficiency;Hereditary Inclusion Body Myopathy;Distal Myopathy with Rimmed Vacuoles;Hyperkalemic Periodic Paralysis;Limb-Girdle Muscular Dystrophy 1A;Limb-Girdle Muscular Dystrophy 1B;Limb-Girdle Muscular Dystrophy 1D;Limb-Girdle Muscular Dystrophy 1E;Limb-Girdle Muscular Dystrophy 2A;Limb-Girdle Muscular Dystrophy 2C;Limb-Girdle Muscular Dystrophy 2D;Limb-Girdle Muscular Dystrophy 2E;Limb-Girdle Muscular Dystrophy 2F;Limb-Girdle Muscular Dystrophy 2G;Limb-Girdle Muscular Dystrophy 2H;Limb-Girdle Muscular Dystrophy 2I;Limb-Girdle Muscular Dystrophy 2J;Neuromyotonia;Hypokalemic Periodic Paralysis
23	H00219	Hemophilia	NO_DATA	D66	D	66.0	D65-D69	KMN202;KMN203;KMN205;KMN207;KMN210;KMN211;KMN212;KMN213;KMN214;KMN216;KMN217;KMN218;KMN219;KMN220;KMN221;KMN222;KMN223;KMN230	Alpha2 Plasmin Inhibitor Deficiency;Antithrombin Deficiency;Glanzmann's Disease;Dysfibrinogenemia;Plasminogen Activator Inhibitor 1 Deficiency;Protein C Deficiency;Protein S Deficiency;Prothrombin Deficiency;Henoch-Schonlein Purpura;Resistance to Activated Protein C;Hemophilia A;Hemophilia B;Hyperfibrinogenemia;Coagulant factor VII hyperactivity;Congenital coagulant factor XII deficiency;Congenital hypoplasminogenemia;Congenital heparin cofactor II deficiency;Idiopathic Thrombocytopenic Purpura
24	H00219	Hemophilia	NO_DATA	D67	D	67.0	D65-D69	KMN202;KMN203;KMN205;KMN207;KMN210;KMN211;KMN212;KMN213;KMN214;KMN216;KMN217;KMN218;KMN219;KMN220;KMN221;KMN222;KMN223;KMN230	Alpha2 Plasmin Inhibitor Deficiency;Antithrombin Deficiency;Glanzmann's Disease;Dysfibrinogenemia;Plasminogen Activator Inhibitor 1 Deficiency;Protein C Deficiency;Protein S Deficiency;Prothrombin Deficiency;Henoch-Schonlein Purpura;Resistance to Activated Protein C;Hemophilia A;Hemophilia B;Hyperfibrinogenemia;Coagulant factor VII hyperactivity;Congenital coagulant factor XII deficiency;Congenital hypoplasminogenemia;Congenital heparin cofactor II deficiency;Idiopathic Thrombocytopenic Purpura
25	H00219	Hemophilia	NO_DATA	D68.0	D	68.0	D65-D69	KMN202;KMN203;KMN205;KMN207;KMN210;KMN211;KMN212;KMN213;KMN214;KMN216;KMN217;KMN218;KMN219;KMN220;KMN221;KMN222;KMN223;KMN230	Alpha2 Plasmin Inhibitor Deficiency;Antithrombin Deficiency;Glanzmann's Disease;Dysfibrinogenemia;Plasminogen Activator Inhibitor 1 Deficiency;Protein C Deficiency;Protein S Deficiency;Prothrombin Deficiency;Henoch-Schonlein Purpura;Resistance to Activated Protein C;Hemophilia A;Hemophilia B;Hyperfibrinogenemia;Coagulant factor VII hyperactivity;Congenital coagulant factor XII deficiency;Congenital hypoplasminogenemia;Congenital heparin cofactor II deficiency;Idiopathic Thrombocytopenic Purpura
26	H00228	Thalassemia	NO_DATA	D56.0	D	56.0	D55-D59	KMN184;KMN185;KMN186;KMN191;KMN192;KMN193;KMN195;KMN196	alpha-Thalassemia Syndrome;G6PD Deficiency;beta-Thalassemia Syndrome;Sickle Cell Syndrome;High oxygen affinity hemoglobin erythremia;Congenital hemolytic anemia;Immune Hemolysis;Spur Cell Anemia
27	H00228	Thalassemia	NO_DATA	D56.1	D	56.1	D55-D59	KMN184;KMN185;KMN186;KMN191;KMN192;KMN193;KMN195;KMN196	alpha-Thalassemia Syndrome;G6PD Deficiency;beta-Thalassemia Syndrome;Sickle Cell Syndrome;High oxygen affinity hemoglobin erythremia;Congenital hemolytic anemia;Immune Hemolysis;Spur Cell Anemia
28	H00228	Thalassemia	NO_DATA	D56.2	D	56.2	D55-D59	KMN184;KMN185;KMN186;KMN191;KMN192;KMN193;KMN195;KMN196	alpha-Thalassemia Syndrome;G6PD Deficiency;beta-Thalassemia Syndrome;Sickle Cell Syndrome;High oxygen affinity hemoglobin erythremia;Congenital hemolytic anemia;Immune Hemolysis;Spur Cell Anemia
29	H00228	Thalassemia	NO_DATA	D56.4	D	56.4	D55-D59	KMN184;KMN185;KMN186;KMN191;KMN192;KMN193;KMN195;KMN196	alpha-Thalassemia Syndrome;G6PD Deficiency;beta-Thalassemia Syndrome;Sickle Cell Syndrome;High oxygen affinity hemoglobin erythremia;Congenital hemolytic anemia;Immune Hemolysis;Spur Cell Anemia
