ENTRY	Name	MeSH	OMIM	ICD-10	ICD-11	MedlinePlus	Alias_Name	Pathway	Gene_symbol	UniProtID	Drug_name	kegg_drugID	DrugBank	CAS	ChEBI	UniProt_count	Symbol_count	DrugBank_count	HMDB_ChEBI	HMDB_ChEBI_count	keymolnet_id
H00040	Squamous cell carcinoma	D002294	NO_DATA	C44	2C31	NO_DATA	NO_DATA	NO_DATA	H-ras;p16/INK4A;p53;K-ras	P01112;P01116;I1SRC5;X5D945;L7RSL8;K7PML8;P42771;K7PPA8;P04637;Q53GA5	Bleomycin sulfate;Cemiplimab	D02177;D11108	DB00290	9041-93-4;1801342-60-8	34582;NA	10.0	4.0	1.0	NO_DATA	0.0	NO_DATA
H00058	Amyotrophic lateral sclerosis (ALS)	D000690	105400;205100;602433;602099;608030;608627;611895;612069;612577;613435;613954;300857;614373;614696;614808;615515;615426;606070;617839;616208;617839;105550;615911;616437;616439	G12.2	8B60.0	NO_DATA	Lou Gehrig disease	hsa05014  Amyotrophic lateral sclerosis	PSMB3;DNAH9;SOD1;ATP5PD;MAPK12;COX7A2L;PSMA4;COX6A2;NDUFV2;BECN2;KIF5C;FIG4;GRIN2D;NOS2;HNRNPA1L2;MAPT;TNF;DNAH2;TOMM40;ANXA7;DCTN1;ACTR10;TRPM7;KLC4;BAX;PSMB2;RB1CC1;NDUFV3;ATG14;ERN1;C9orf72;TANK;NUP88;NUP85;ITPR3;MCU;EIF2S1;NDUFC1;PSMB7;GPX8;TUBA3C;TBK1;NUP58;PSMD7;TRAF2;ALYREF;NUP54;KIF5B;CCS;UQCRHL;PPP3R2;ACTB;TUBB2A;PPP3CB;TUBB;NUP107;RAB1A;ATG101;SDHD;GABARAPL1;COX6B2;NDUFA5;PSMC1;NDUFB7;DNAH5;NDUFS6;MATR3;PSMD1;NDUFB4;HNRNPA1;ATF6;PIK3C3;CYTB;COX7A2;CHMP2B;NDUFS5;DNAI2;UQCRH;APAF1;NXF3;PFN4;TUBB1;PSMB1;ATP8;NUP155;COX1;WIPI2;TUBA1B;NEFM;ANXA11;DNAH6;ACTG1;CASP3;PSMD13;POM121L2;RAB39B;PFN1;NDUFA3;ATP5F1D;DNAH14;GPX2;NDUFA10;SMCR8;MAPK14;KLC2;ATG2A;TUBA3D;BECN1;NDUFA13;NUP210;PINK1;NUP214;NDUFA11;PSMB6;PIK3R4;PSMA8;COX6C;C9ORF72;NUP35;DNALI1;NDUFS1;NDUFA9;TUBB8;TUBB3;TUBAL3;NDUFB6;MAP2K3;PSMD8;SEH1L;DNAH3;BCL2L1;SRSF3;MAPK13;NDUFA4L2;TUBB4B;MAP3K5;NDUFB10;ATP5F1B;PSMB5;PSMC3;PPP3CC;HAP1;ATP5MC1;NDUFA4;GABARAPL2;RANBP2;SDHA;UBQLN1;UQCR11;COX7B2;NRG3;PSMA1;COX5B;FUS;PSMD14;DNAH7;ATP6;NDUFS2;NRG4;PSMD12;COX3;COX4I1;GPX1;NDUFAB1;NDUFB11;UBQLN3;GPX5;SETX;VCP;NDUFS3;MAP2K6;DCTN6;KIF5A;NUP43;GRIN2C;HNRNPA2B1;MAPK11;ATP5PF;UQCRQ;DCTN2;SEM1;ATG2B;GLE1;HSPA5;TUBB2B;SPG11;NUP98;GRIA2;NUP205;XBP1;TNFRSF1B;COX6A1;ATP5MC2;NUP153;PSMA5;DERL1;DNAH12;SRSF7;TUBA4A;NDUFB5;SDHB;DCTN3;NXF5;COX4I2;NDUFB3;GPX7;CHCHD10;UQCRC2;NXF1;SEC13;NDUFB1;VAPB;PFN3;NDUFB2;PSMD2;ND4L;NDUFA7;HDAC6;NUP210L;CASP9;KLC3;GRIN2A;PSMC4;SDHC;COX7A1;NUP62;PRPH;PSMA3;ANG;NDUFA1;PRKN;PSMC6;SQSTM1;NDUFB9;UQCRC1;ATP5MC3;BAD;NDUFA12;TUBA1C;ND6;NUP188;RAE1;COX5A;CYCS;NDUFA2;DNAH10;ND4;ATP5F1A;PSMD3;NRG2;KLC1;PSMD9;DCTN5;COX6B1;NDUFS8;TUBA1A;TNFRSF1A;CASP1;NXF2;EIF2AK3;NDUFV1;DNAH8;AMBRA1;NXF2B;RAB5A;COX7B;UBQLN4;POM121C;TP53;UQCRB;NDUFA6;VAPBC;PSMA7;DNAL4;ACTR1B;GRIN1;ULK2;NEFH;NDUFC2;NXT1;PFN2;NDUFA8;DDIT3;NCBP1;SLC1A2;DAXX;COX8C;ATP5PO;GABARAP;NUP133;GRIA1;PSMA6;NXT2;DNAH11;UQCRFS1;CYC1;CASP12;PSMD11;NUP37;NRBF2;COX8A;ND2;ERBB4;TARDBP;TUBA3E;ATXN2;COX7C;HNRNPA3;NDUFC2-KCTD14;NUP160;PSMD6;GRIN2B;OPTN;NUP93;NDUFS4;TOMM40L;ATG13;ATF4;ATP5F1E;GPX6;TUBB4A;NUP50;UQCR10;NDUFS7;ADRM1;PSMC2;BID;MTOR;TPR;RAC1;WDR41;TUBA8;BCL2;ULK1;ALS2;RAB8A;ATP5F1C;PSMC5;WIPI1;NDC1;PSMA2;NEFL;DNAH1;ATXN2L;UBQLN2;ND3;NOS1;DNAL1;VDAC1;TUBB6;ATP5PB;PPP3R1;NRG1;POM121;SIGMAR1;DNAH17;DCTN4;DNAI1;CAT;COX2;ND5;GPX3;ND1;PPP3CA;PSMB4;PSMD4;NDUFB8;ACTR1A	Q8NE86;Q9H4D5;Q9H4B7;Q9UQN3;Q969M1;P10606;P43243;Q7GIM7;P62195;Q6IBC4;A0A1X7RCR6;E9KL30;Q14573;P31040;Q96NT7;A0A024R0V3;V9HW80;O14818;Q7GXY9;Q96LT7;A0A2Y9D025;O96015;O15264;O43676;P24311;P28074;Q7Z3B4;U5YV54;A0A1X7RC16;Q6VLV1;Q6IBQ5;P09669;Q9P225;E5KNH5;P49720;P03901;A0A140VJS6;P51665;Q99567;P19438;P55072;P48454;Q6IAT9;O00399;O43677;P42345;Q6IBB7;Q08ET0;Q9C0G6;P99999;Q96HA1;Q4LDG9;P18850;A0A0S2Z4C6;P49790;P43004;P47985;Q13148;Q8NEB9;O15399;A0A024QZF1;Q9H0B6;Q9UHD9;P22352;A0A024QZ98;P01375;A0A0K0K1K4;Q9BW27;P16298;A0A140VK46;A0PJH2;O75489;Q9UI46;P13073;Q6ZNE5;A0A0S2Z4J3;P14927;Q02221;H6SG15;O00231;O00487;P62191;Q53G92;Q9BQE3;V9HW09;P00156;P63098;P17980;A8MW95;O95167;P48201;P00403;B2R7S3;P03915;Q9NYC9;A0A024R179;Q53XL8;Q92621;Q16718;B4DG68;Q5MNZ9;B2R6F3;U5Z754;A0A024R9Z0;P42574;Q9UDW1;Q96JI7;B2R657;Q5SRE5;Q96F24;Q92562;Q13501;P59796;O14727;B3KY45;P49721;Q9NX14;A0A024RD04;Q9BVA1;A0A1X7RBF7;P12036;P35658;P03891;Q92934;Q8WUM0;P62820;A0A024R413;O00233;P43686;A0A024R5K6;Q13200;P22695;Q8N1F7;P03928;Q59GB8;Q6FGA0;P49821;Q9UNM6;Q08209;Q07812;A0A024R5V1;P10415;Q13561;A0A087X2I1;G4XXL9;Q06055;Q96BY7;P11021;O75143;O75935;Q8TAS0;O14645;A0A140VK44;P60673;H6SG14;O75947;Q6NZ59;O15239;P20618;P03897;V9HW29;A0A0S2Z433;Q9NY65;Q12769;A0A384MDU9;P12074;A0A024R9G3;Q9UFH2;Q8NFH5;P24539;A0A384NL22;Q9GZY0;Q8TEV9;A0A1X7RBN5;P04637;P35228;Q96SL4;Q6IBA0;B4DET5;Q99720;Q6FGI7;O95298;Q8NHR9;O75306;Q12840;P20674;P08574;B3KWQ6;Q99643;W0UV28;Q8WYQ3;Q5U0I6;Q9H347;O43674;Q6P164;P84103;V9HWB4;A0A024RB39;A8K2M0;Q96Q42;Q6FIH7;A0A024R1X5;Q96KJ9;Q8TDY2;O95166;P55735;Q8TED1;P35080;O96000;P37198;Q99460;Q9NZJ5;O60282;O43242;B2RE76;A0A024R9B7;P57740;A0A024RAP5;P28070;Q53YD1;A0A0S2Z5E0;O95168;P00414;Q9BUN8;A4D2P1;P0DPH8;Q9P2D7;Q2TAZ0;A0A075B6F3;V9HW26;P63261;Q59GL5;P03905;B3KT21;Q16795;Q8TE73;P60896;A0A499FIY3;Q5STB3;A0A024QZ30;H9NAJ7;Q9P0J0;O95169;A0A024RAZ7;P04350;Q96CV9;P48556;Q96EE3;P03886;Q9B1D3;Q7GXZ5;O75380;A0A024R9Y1;Q53XM7;P10176;P48047;P52564;Q59ES2;Q9NSK0;P14854;Q9C0C7;P18848;Q96DA2;Q547U9;Q9NSJ5;P25788;P29466;O75715;Q9Y4P8;P61163;A0A024R4X7;P36542;Q07817;Q15759;P62333;Q9NPJ8;Q8TAA3;Q5T0G8;P60709;Q5VU65;Q14957;P05496;A0A024R7I3;P28066;A8K761;Q8NFH4;O75251;O00217;O43920;A0A024RCS3;P07203;Q9H1B4;P51991;Q15303;P56975;Q8IVF4;P60900;P06576;A4D1T5;P55211;E5KRK5;P56181;Q71U36;B9EGV5;Q0VDD8;O43678;P12270;A0A1X7RBF0;Q9H0R8;Q14457;A0A140VK70;B3KTS5;O75460;P07737;P22626;P25786;P42261;U5Z487;Q53XN1;O14957;P07196;Q99683;Q96LZ3;P68366;E9PQ53;Q6P597;P00846;Q15008;Q8WXX0;A0A384NQ21;O15398;Q6UXS9;P53778;A0A024R2B3;O14548;O14511;Q9BTX1;P46734;Q3ZCM7;Q9UER7;P63000;O95139;X5DR79;O95299;Q96KW2;P17568;P20073;Q13509;B3VK56;O75385;O14618;Q16186;Q9UKK6;Q9H256;V9HW31;P35998;P52948;A0A096LP55;A0A140VK45;Q9Y6M9;P03950;A0A140VJS3;Q9UKX7;Q86Y39;Q16629;Q9NZ32;P60520;O60260;A8K4R4;O00483;Q7L4Q3;A0A0S2Z4B7;V9HWN8;P55957;A0A0R4J2E8;P35638;K7PPA8;Q6IAW1;Q86WV2;Q7GXZ4;Q9NRR5;Q6PEY2;Q6MZZ3;O95182;Q09161;Q9UJW0;Q07866;A0A024R128;E9PB61;P10636;P56381;Q9UHD2;A0A024R4E2;P56556;P35637;P54257;O75438;P17861;A0A024R8H5;Q8NFH3;H9NAJ8;Q53F85;A0A140VJI6;O14561;Q7Z4L0;Q6PK61;Q7Z333;P42262;O95292;O14521;Q1ZYQ1;Q9UI09;Q53XC0;A0A1X7RBG6;P09651;Q13224;P20333;Q14203;A0A140VJI0;P07197;A0A024R562;P24310;Q92844;Q8IYT8;P78406;H0UI06;Q99700;Q96JB1;O14949;Q9BTE1;L7RSM2;P49792;A0A024R823;A8ASI8;A0A140VJZ3;Q8WWM7;P68363;B4DDR5;Q1KLZ0;Q9NRX3;Q86V81;Q05586;Q8TF08;P0DPH7;Q9UMX0;Q5SU16;Q9UBN7;A0A384NL63;P33176;P18859;P55036;A0A140VK43;A6H8K3;Q02297;Q9BSB4;Q99570;A6NHL2;B0I1S1;Q6ZR08;Q6IB54;A0A024R071;A0A140VK42;A0A024RCZ8;O43181;A0A024R2K1;P21796;Q6YFQ2;A0A024R1F0;A0A0S2Z3C5;Q9UBU9;P28072;Q59G17;A0A0S2Z489;P25789;P41219;P25787;P25705;Q8WWG1;A0A024QZ26;Q13885;P31930;Q32P51;U5Z977;H9EC08;Q8TD57;P20339;Q6FI23;O96008;Q16539;P28331;Q96DT5;P61006;P68371;U5ZC31;O95178;P03923;P21912;P19404;O00232;A8K0S6;Q53GS7;P00441;A0A1X7RCP4;P07919;P15954;P05198;A0A384NL93;Q6NW12;O75694;V9HWC9;Q12933;P51970;A8K249;A0A384P5Q0;Q8IU65;A0A109NGN6;P07437;A0A1X7RBG2;Q99436;A0A024RA52;Q9HAD4;Q9GZS0;Q0ZFE3;A0A384MEE3;Q0ZFD6;Q7LD69;P42025;A8K3Y2;P14406;Q53GA5;P18283;P00395;Q9BXM7;Q12879;Q9BUF5;Q8TEM1;P50995;A0PJJ7;Q6IBB5;Q9BVL2;A0A1L1UHR1;A0A140VKF2;Q6FGG4;Q96QT4;Q8TEA6;A8K383;P29475;P30049;U5YWV7;P04040;A0A0S2Z5D4	Riluzole;Edaravone	D00775;D01552	DB00740	1744-22-5;89-25-8	8863;31530	551.0	368.0	1.0	16675;30662;17588;15551;29035;28747;17632	7.0	NO_DATA
H00081	Hashimoto thyroiditis	D050031	NO_DATA	E06.3	5A03.20	NO_DATA	NO_DATA	hsa05320  Autoimmune thyroid disease	HLA-DQA2;IFNA2;IFNA1;IFNA7;IL2;HLA-DQB1;HLA-DRB3;IL10;IFNA8;IFNA21;PRF1;FAS;IFNA10;IL4;HLA-C;HLA-E;IFNA6;HLA-DMB;IFNA16;HLA-DOB;IGH;CD86;CTLA4;IFNA4;HLA-DQA1;IFNA13;TSHR;TSHB;CD28;GZMB;IFNA17;IFNA14;TG;HLA-B;HLA-DMA;CD80;HLA-DRB5;TPO;IL5;IFNA5;HLA-DPA1;HLA-DOA;HLA-DPB1;CGA;HLA-DRB4;HLA-A;FASLG;CD40;HLA-DRB1;HLA-G;HLA-DRA;CD40LG;HLA-F;CTLA-4	P05015;P29965;Q6R739;A0A1V0E3R0;P01903;P01568;P05112;I4EC15;A0A0G2JMH6;A0A1V0E3Q4;X5CF87;A0A0A0MTJ0;L0N195;Q0GK43;P10747;A0A1V0E3R8;P32881;Q67BC3;P14222;A0A1V0E3P8;P13762;A0A1V0E3R6;P01889;Q6FGW4;A0A1V0E3S6;P01266;A0A1V0E3P3;P33681;P28068;P25445;A0A1V0E3P0;P13747;P01562;A0A1V0E3Q6;P48023;A8K8M6;P05113;X5CKE2;A0A1V0E3Q1;X5D2U9;P01566;P17693;Q30154;A0A1V0E3S0;P60568;A0A1V0E3N7;Q76NI6;Q5QNS2;P10321;Q6P534;A0A0S2Z3C7;A0A1V0E3S7;Q6I9S8;A0N0P2;A0A1V0E3N1;P01906;A0A1V0E3P6;P10144;A0A1V0E3R4;A0A1V0E3P1;A0A1V0E3P9;A0A1V0E3M7;A0A1V0E3S4;O19682;A0A173ADG5;A0A1V0E3R3;A0A1V0E3Q2;P79483;A0A4E9D3W4;A0A1V0E3Q8;P04440;P01222;A0A2Z4LKS3;P01567;A0A087WWS6;P42081;P05014;P20036;P01909;P05013;Q6DU14;P16410;P16473;P22301;A0A1V0E3N6;A0A1V0E3Q7;D4HNR6;P01563;Q502Y3;Q6P2H9;P30511;A0A4D6G1L1;P07202;A0A1V0E3T1;Q5Y7D1;P01570;Q31604;Q6ICR9;P01920;P04439;P01569;A0A1V0E3P2;P01215;Q5Y7D3;P06340;P25942;E5FQ95;A0A1V0E3Q5;Q8MH44;A0A1V0E3N3;A0A1V0E3Q3;A8K632;P01571;Q5SUL5;P01911;Q95HC2;P13765;Q5JZ47;Q53ZZ1	Levothyroxine sodium;Thyroid	D01010;D06482	DB00451	25416-65-3;8028-36-2	6447;9584	119.0	54.0	1.0	NO_DATA	0.0	NO_DATA
H00082	Graves disease	D006111	NO_DATA	E05.0	5A02.0	NO_DATA	NO_DATA	hsa05320  Autoimmune thyroid disease	HLA-DQA2;IFNA2;IFNA1;IFNA7;IL2;HLA-DQB1;HLA-DRB3;IL10;IFNA8;IFNA21;PRF1;FAS;IFNA10;IL4;HLA-C;HLA-E;IFNA6;HLA-DMB;IFNA16;HLA-DOB;IGH;CD86;CTLA4;IFNA4;HLA-DQA1;IFNA13;TSHR;TSHB;CD28;GZMB;IFNA17;IFNA14;TG;HLA-B;HLA-DMA;CD80;HLA-DRB5;TPO;IL5;IFNA5;HLA-DPA1;HLA-DOA;HLA-DPB1;CGA;HLA-DRB4;HLA-A;FASLG;CD40;HLA-DRB1;HLA-G;HLA-DRA;CD40LG;HLA-F;CTLA-4	P05015;P29965;Q6R739;A0A1V0E3R0;P01903;P01568;P05112;I4EC15;A0A0G2JMH6;A0A1V0E3Q4;X5CF87;A0A0A0MTJ0;L0N195;Q0GK43;P10747;A0A1V0E3R8;P32881;Q67BC3;P14222;A0A1V0E3P8;P13762;A0A1V0E3R6;P01889;Q6FGW4;A0A1V0E3S6;P01266;A0A1V0E3P3;P33681;P28068;P25445;A0A1V0E3P0;P13747;P01562;A0A1V0E3Q6;P48023;A8K8M6;P05113;X5CKE2;A0A1V0E3Q1;X5D2U9;P01566;P17693;Q30154;A0A1V0E3S0;P60568;A0A1V0E3N7;Q76NI6;Q5QNS2;P10321;Q6P534;A0A0S2Z3C7;A0A1V0E3S7;Q6I9S8;A0N0P2;A0A1V0E3N1;P01906;A0A1V0E3P6;P10144;A0A1V0E3R4;A0A1V0E3P1;A0A1V0E3P9;A0A1V0E3M7;A0A1V0E3S4;O19682;A0A173ADG5;A0A1V0E3R3;A0A1V0E3Q2;P79483;A0A4E9D3W4;A0A1V0E3Q8;P04440;P01222;A0A2Z4LKS3;P01567;A0A087WWS6;P42081;P05014;P20036;P01909;P05013;Q6DU14;P16410;P16473;P22301;A0A1V0E3N6;A0A1V0E3Q7;D4HNR6;P01563;Q502Y3;Q6P2H9;P30511;A0A4D6G1L1;P07202;A0A1V0E3T1;Q5Y7D1;P01570;Q31604;Q6ICR9;P01920;P04439;P01569;A0A1V0E3P2;P01215;Q5Y7D3;P06340;P25942;E5FQ95;A0A1V0E3Q5;Q8MH44;A0A1V0E3N3;A0A1V0E3Q3;A8K632;P01571;Q5SUL5;P01911;Q95HC2;P13765;Q5JZ47;Q53ZZ1	Propylthiouracil;Methimazole	D00562;D00401	DB00550;DB00763	51-52-5;60-56-0	8502;50673	119.0	54.0	2.0	NO_DATA	0.0	NO_DATA
H00083	Allograft rejection	NO_DATA	NO_DATA	T86	NE84	NO_DATA	NO_DATA	hsa05330  Allograft rejection	HLA-DQA2;IL12A;IL2;HLA-DQB1;IFN-gamma;IL10;HLA-DRB3;PRF1;FAS;TGF-beta;ICAM-1;IL4;HLA-C;HLA-E;HLA-DMB;HLA-DOB;IGH;CD86;CTLA4;HLA-DQA1;GPIIIA;CD28;GZMB;TNF-alpha;IL12B;HLA-B;HLA-DRB5;HLA-DMA;CD80;IL5;HLA-DPA1;HLA-DOA;HLA-DPB1;IL-10;HLA-DRB4;TNF;HLA-A;FASLG;CD40;HLA-DRB1;ACE;HLA-G;HLA-DRA;IFNG;CD40LG;HLA-F	P29965;P29459;Q6R739;A0A1V0E3R0;P01903;P05112;I4EC15;A0A0G2JMH6;A0A1V0E3Q4;P61812;X5CF87;Q0GK43;P10747;A0A1V0E3R8;P01579;Q67BC3;P14222;A0A1V0E3P8;P13762;A0A1V0E3R6;P01889;Q6FGW4;A0A1V0E3S6;P33681;A0A1V0E3P3;P28068;P25445;A0A1V0E3P0;P13747;P05106;B4DKH4;A0A1V0E3Q6;P48023;A8K8M6;P05113;X5CKE2;A0A1V0E3Q1;X5D2U9;A0A384MEK5;P17693;Q30154;A0A1V0E3S0;P01137;P60568;A0A1V0E3N7;A0A499FJK2;Q76NI6;Q5QNS2;P29460;P10321;A0A0S2Z3C7;A0A1V0E3S7;A0N0P2;A0A1V0E3N1;P01906;A0A1V0E3P6;P10144;A0A1V0E3R4;A0A1V0E3P1;A0A1V0E3P9;A0A1V0E3M7;A0A1V0E3S4;O19682;A0A173ADG5;A0A1V0E3R3;A0A1V0E3Q2;P79483;P01375;A0A4E9D3W4;P12821;A0A1V0E3Q8;P04440;A0A2Z4LKS3;P42081;P20036;P01909;Q6DU14;P16410;P22301;A0A1V0E3N6;O60595;A0A1V0E3Q7;Q5STB3;D4HNR6;Q6P2H9;P30511;A0A4D6G1L1;A0A1V0E3T1;Q5Y7D1;Q31604;Q6ICR9;P01920;P04439;A0A1V0E3P2;P10600;Q5Y7D3;P06340;P05362;P25942;E5FQ95;A0A1V0E3Q5;Q59EG9;Q8MH44;A0A1V0E3N3;A0A1V0E3Q3;A8K632;Q5SUL5;P01911;Q95HC2;P13765;Q5JZ47;A5YM40;Q53ZZ1	Prednisolone sodium phosphate;Tacrolimus;Thiotepa;Everolimus;Mycophenolate mofetil;Mycophenolate sodium;Sirolimus;Belatacept;Basiliximab;Cyclosporine;Azathioprine	D00981;D00107;D00583;D02714;D00752;D05095;D00753;D03222;D03058;D00184;D00238	DB00860;DB00864;DB04572;DB00688;DB00688;DB00877;DB00074;DB00091;DB00993	125-02-0;109581-93-3;52-24-4;159351-69-6;128794-94-5;37415-62-6;53123-88-9;706808-37-9;179045-86-4;59865-13-3;446-86-6	8379;61057;9570;68478;8764;67155;9168;NA;NA;4031;2948	113.0	46.0	9.0	NO_DATA	0.0	NO_DATA
H00100	Neutropenic disorders	NO_DATA	610738;613107;202700;300299	D70	4B00.0	NO_DATA	NO_DATA	NO_DATA	HAX1;GFI1;ELANE;WAS;ELA2	A0A0S2Z591;A0A024QYX8;P08246;O00165;P42768;Q99684	Filgrastim;Pegfilgrastim	D03235;D06889	DB00099;DB00019	121181-53-1;208265-92-3	NA;NA	6.0	5.0	2.0	NO_DATA	0.0	NO_DATA
H00128	Mucopolysaccharidosis type I	D008059	607014;607015;607016	E76.0	5C56.30	NO_DATA	Hurler-Scheie syndrome;Hurler syndrome;Scheie syndrome	NO_DATA	IDUA	P35475	Laronidase	D04670	DB00090	210589-09-6	NO_DATA	1.0	1.0	1.0	NO_DATA	0.0	NO_DATA
H00165	Tyrosinemia	D020176	276700;276600;276710;140350	E70.2	5C50.11;5C50.12	NO_DATA	NO_DATA	NO_DATA	FAH;HPD;TAT	A0A140VKB7;P17735;A0A384P5L6;P32754;P16930	Nitisinone	D05177	DB00348	104206-65-7	50378	5.0	3.0	1.0	15366;30769;15428;17895;17895;15971;18019;16467;16737;87897;87897;16643;18089;21563;15724;17895;89344;28976;15999;88508	20.0	NO_DATA
H00202	Hepatic porphyria	D017094	176100;176000;176200;121300;125270	E80.1;E80.2	5C58.10	NO_DATA	NO_DATA	NO_DATA	PPOX;ALAD;UROD;HMBS;CPOX;HFE	Q6ZMU0;P06132;A0A140VJL9;P13716;Q30201;P08397;P36551;P50336	Givosiran sodium;Chlorpromazine hydrochloride	D11708;D00789	DB00477	NA;69-09-0	NA;3649	8.0	6.0	1.0	17381;27609;28421;89912;17549;28421;89912;27609;28421;89912	10.0	NO_DATA
H00215	Periodic paralysis	D020513;D020514;D050030	170500;170400;170390	G72.3	8C74.1	NO_DATA	NO_DATA	NO_DATA	SCN4A;KCNJ2;CACNA1S;KCNE3	Q6IAE6;Q9Y6H6;Q13698;P35499;P63252	Dichlorphenamide	D00518	DB01144	120-97-8	101085	5.0	4.0	1.0	NO_DATA	0.0	NO_DATA
H00219	Hemophilia	NO_DATA	306700;306900;193400;613554;277480;177820	D66;D67;D68.0	3B10.0;3B11.0;3B12	NO_DATA	NO_DATA	NO_DATA	GP1BA;VWF;F9;F8	P07359;P00451;L7UYB8;P00740;P04275	Tranexamic acid;Freeze-dried human blood-coagulation factor IX;Emicizumab;Desmopressin acetate;Sodium phosphate P 32;Antihemophilic factor	D01136;D08797;D10821;D02235;D05870;D02958	DB00302;DB00035;DB00025	1197-18-8;NA;1610943-06-0;62357-86-2;7635-46-3;NA	48669;NA;NA;59728;NA;NA	5.0	4.0	3.0	NO_DATA	0.0	NO_DATA
H00228	Thalassemia	NO_DATA	141750;604131;603902;141800;141900;300448;301040;309580;141749	D56.0;D56.1;D56.2;D56.4	3A50	NO_DATA	NO_DATA	NO_DATA	HBA1;HBB;ATRX;HBG2;HBG1;HBA2	D9YZU8;A4LAA3;P69891;P69892;D9YZU9;P69905;D9YZU5;B4DLW1;P46100;D1MGQ2;P68871	Luspatercept;Thiotepa	D11701;D00583	DB04572	1373715-00-4;52-24-4	NA;9570	11.0	6.0	1.0	61682;32636	2.0	NO_DATA
H00229	Sickle cell anemia	NO_DATA	603903	D57	3A51	NO_DATA	NO_DATA	NO_DATA	HBB	D9YZU5;P68871	Glutamine;Crizanlizumab;Hydroxyurea;Voxelotor	D00015;D11480;D00341;D11330	DB00130;DB01005	56-85-9;1690318-25-2;127-07-1;1446321-46-5	18050;NA;44423;NA	2.0	1.0	2.0	17588;17310	2.0	NO_DATA
H00237	Diamond-Blackfan anemia	D029503	105650;610629;612527;612528;612561;612562;612563;613308;613309;614900;615550;615909;300946;606164;617408;617409;618310;618312;618313	D61.0	3A60.1	NO_DATA	NO_DATA	NO_DATA	RPL15;RPL26;TSR2;RPS15A;RPL35A;RPS24;RPS27;RPS17;RPL18;RPS10;RPS26;RPS28;RPL27;RPL5;RPS19;RPS7;RPL11;RPL35;RPS29	A2RUM7;P62854;P61254;P46783;Q5VVD0;A0A024R2Q4;A0A024QZD1;B2R4R9;P62857;P39019;Q07020;P61313;B0ZBD0;Q969E8;P62244;P42766;P62273;P42677;A0A024R1V4;P18077;P46777;B2R4W8;P62081;A0A024RB14;P62847;P61353;A0A024R9U9;P08708;P62913	Triamcinolone acetonide;Dexamethasone;Hydrocortisone sodium succinate;Prednisolone sodium phosphate;Prednisone;Methylprednisolone sodium succinate;Methylprednisolone acetate	D00983;D00292;D00978;D00981;D00473;D00751;D00979	DB00620;DB01234;DB00860;DB00635;DB00959;DB00959	76-25-5;50-02-2;125-04-2;125-02-0;NA;2375-03-3;53-36-1	71418;41879;5782;8379;NA;6890;6889	29.0	19.0	6.0	NO_DATA	0.0	NO_DATA
H00241	Combined proximal and distal renal tubular acidosis	D000141	259730	N25.8	GB90.44	NO_DATA	NO_DATA	NO_DATA	CA2	V9HW21;P00918	Sodium bicarbonate	D01203	DB01390	144-55-8	32139	2.0	1.0	1.0	NO_DATA	0.0	NO_DATA
H00243	Hyperkalemic distal renal tubular acidosis (RTA type 4)	D011546	264350;177735;145260;614491;614492;614495;614496	N25.8	GB90.44	NO_DATA	NO_DATA	NO_DATA	CUL3;SCNN1G;WNK4;KLHL3;NR3C2;SCNN1B;WNK1;SCNN1A	Q96J92;A0A024R475;P08235;P51168;Q9UH77;B0ZBF6;B2R812;A5D8Z4;A5X2V1;Q9H4A3;P51170;P37088;Q13618	Sodium bicarbonate	D01203	DB01390	144-55-8	32139	13.0	8.0	1.0	16737;29103;29101;28976	4.0	NO_DATA
H00246	Primary hyperparathyroidism	D049950	145000;145001;239200;617343	E21.0	5A51.0	NO_DATA	Familial hyperparathyroidism	NO_DATA	CDC73;MEN1;CASR;GCM2	A0A024R5D2;O00255;P41180;O75603;Q6P1J9	Cinacalcet hydrochloride	D03505	DB01012	364782-34-3	48391	5.0	4.0	1.0	NO_DATA	0.0	NO_DATA
H00250	Congenital nongoitrous hypothyroidism (CHNG)	D003409	275200;218700;275100;225250;614450;618573;301033;301035	E03.1	5A00.01	NO_DATA	NO_DATA	NO_DATA	THRA;TSHR;NKX2-5;IRS4;TBL1X;PAX8;TRHR;NKX25;TSHB	P52952;O14654;A0A0A0MTJ0;A0A024RBV9;P01222;P10827;P16473;P34981;Q06710;R9W7C9;O60907;A0A0S2Z383	Levothyroxine sodium	D01010	DB00451	25416-65-3	6447	12.0	9.0	1.0	18332	1.0	NO_DATA
H00253	Neurohypophyseal diabetes insipidus (NPDI)	D020790	125700	E23.2	5A61.5	NO_DATA	Central Diabetes Insipidus	NO_DATA	AVP	X5DQP6;P01185	Desmopressin acetate	D02235	DB00035	62357-86-2	59728	2.0	1.0	1.0	NO_DATA	0.0	NO_DATA
