	ENTRY	KEGG_disease_name	KEGG_synosyms	ICD-10	header	float	ICD_mid_class	KMN_candidate_IDs	KMN_candidate_Names
7	H00023	Testicular cancer	NO_DATA	C62	C	62.0	C60-C63	KMN55	Seminoma
7	H00023	Testicular cancer	NO_DATA	C62	C	62.0	C60-C63	KMN57	Nonseminoma
10	H00032	Thyroid cancer	NO_DATA	C73	C	73.0	C73-C75	KMN75	Thyroid Neoplasia
0	H00001	B-cell acute lymphoblastic leukemia	B-cell acute lymphocytic leukemia	C83.5	C	83.5	C81-C96	KMN86	B-cell Lymphoma
0	H00001	B-cell acute lymphoblastic leukemia	B-cell acute lymphocytic leukemia	C83.5	C	83.5	C81-C96	KMN87	B-cell Chronic Lymphocytic Leukaemia
0	H00001	B-cell acute lymphoblastic leukemia	B-cell acute lymphocytic leukemia	C83.5	C	83.5	C81-C96	KMN88	MALT Lymphoma
0	H00001	B-cell acute lymphoblastic leukemia	B-cell acute lymphocytic leukemia	C83.5	C	83.5	C81-C96	KMN89	POEMS Syndrome
0	H00001	B-cell acute lymphoblastic leukemia	B-cell acute lymphocytic leukemia	C83.5	C	83.5	C81-C96	KMN90	T-cell Acute Lymphoid Leukemia
0	H00001	B-cell acute lymphoblastic leukemia	B-cell acute lymphocytic leukemia	C83.5	C	83.5	C81-C96	KMN91	Diffuse Large-Cell Lymphoma
0	H00001	B-cell acute lymphoblastic leukemia	B-cell acute lymphocytic leukemia	C83.5	C	83.5	C81-C96	KMN92	Diffuse Large B-cell Lymphoma
0	H00001	B-cell acute lymphoblastic leukemia	B-cell acute lymphocytic leukemia	C83.5	C	83.5	C81-C96	KMN93	alpha Heavy Chain Disease
0	H00001	B-cell acute lymphoblastic leukemia	B-cell acute lymphocytic leukemia	C83.5	C	83.5	C81-C96	KMN94	gamma Heavy Chain Disease
0	H00001	B-cell acute lymphoblastic leukemia	B-cell acute lymphocytic leukemia	C83.5	C	83.5	C81-C96	KMN96	Sezary Syndrome
0	H00001	B-cell acute lymphoblastic leukemia	B-cell acute lymphocytic leukemia	C83.5	C	83.5	C81-C96	KMN98	Plasma-cell Leukaemia
0	H00001	B-cell acute lymphoblastic leukemia	B-cell acute lymphocytic leukemia	C83.5	C	83.5	C81-C96	KMN100	Mantle-cell Lymphoma
0	H00001	B-cell acute lymphoblastic leukemia	B-cell acute lymphocytic leukemia	C83.5	C	83.5	C81-C96	KMN101	mu Heavy Chain Disease
0	H00001	B-cell acute lymphoblastic leukemia	B-cell acute lymphocytic leukemia	C83.5	C	83.5	C81-C96	KMN103	Waldenstrom's Macroglobulinemia
0	H00001	B-cell acute lymphoblastic leukemia	B-cell acute lymphocytic leukemia	C83.5	C	83.5	C81-C96	KMN104	Acute Lymphoid Leukemia
0	H00001	B-cell acute lymphoblastic leukemia	B-cell acute lymphocytic leukemia	C83.5	C	83.5	C81-C96	KMN106	Minimally Differentiated Leukemia
0	H00001	B-cell acute lymphoblastic leukemia	B-cell acute lymphocytic leukemia	C83.5	C	83.5	C81-C96	KMN107	Myeloblastic Leukemia without Maturation
0	H00001	B-cell acute lymphoblastic leukemia	B-cell acute lymphocytic leukemia	C83.5	C	83.5	C81-C96	KMN108	Myeloblastic Leukemia with Maturation
0	H00001	B-cell acute lymphoblastic leukemia	B-cell acute lymphocytic leukemia	C83.5	C	83.5	C81-C96	KMN109	Hypergranular Promyelocytic Leukemia
0	H00001	B-cell acute lymphoblastic leukemia	B-cell acute lymphocytic leukemia	C83.5	C	83.5	C81-C96	KMN110	Myelomonocytic Leukemia
0	H00001	B-cell acute lymphoblastic leukemia	B-cell acute lymphocytic leukemia	C83.5	C	83.5	C81-C96	KMN111	Myelomonocytic Leukemia Variant: Increase in Abnormal Marrow Eosinophils
0	H00001	B-cell acute lymphoblastic leukemia	B-cell acute lymphocytic leukemia	C83.5	C	83.5	C81-C96	KMN112	Erythroleukemia
0	H00001	B-cell acute lymphoblastic leukemia	B-cell acute lymphocytic leukemia	C83.5	C	83.5	C81-C96	KMN113	Megakaryoblastic leukemia
0	H00001	B-cell acute lymphoblastic leukemia	B-cell acute lymphocytic leukemia	C83.5	C	83.5	C81-C96	KMN115	Nodular Lymphocyte-Predominant Hodgkin's Lymphoma
0	H00001	B-cell acute lymphoblastic leukemia	B-cell acute lymphocytic leukemia	C83.5	C	83.5	C81-C96	KMN116	Primary Effusion Lymphoma
0	H00001	B-cell acute lymphoblastic leukemia	B-cell acute lymphocytic leukemia	C83.5	C	83.5	C81-C96	KMN117	Classical Hodgkin's Lymphoma
0	H00001	B-cell acute lymphoblastic leukemia	B-cell acute lymphocytic leukemia	C83.5	C	83.5	C81-C96	KMN118	Adult T Cell Lymphoma/Leukemia
0	H00001	B-cell acute lymphoblastic leukemia	B-cell acute lymphocytic leukemia	C83.5	C	83.5	C81-C96	KMN119	Primary Testicular Lymphoma
0	H00001	B-cell acute lymphoblastic leukemia	B-cell acute lymphocytic leukemia	C83.5	C	83.5	C81-C96	KMN120	Precursor B Cell Acute Lymphoid Leukemia
0	H00001	B-cell acute lymphoblastic leukemia	B-cell acute lymphocytic leukemia	C83.5	C	83.5	C81-C96	KMN121	Precursor T cell Lymphoblastic Lymphoma
0	H00001	B-cell acute lymphoblastic leukemia	B-cell acute lymphocytic leukemia	C83.5	C	83.5	C81-C96	KMN123	Monocytic Leukemia
0	H00001	B-cell acute lymphoblastic leukemia	B-cell acute lymphocytic leukemia	C83.5	C	83.5	C81-C96	KMN124	Cutaneous T cell Lymphoma
0	H00001	B-cell acute lymphoblastic leukemia	B-cell acute lymphocytic leukemia	C83.5	C	83.5	C81-C96	KMN127	Chronic Myelogenous Leukemia
0	H00001	B-cell acute lymphoblastic leukemia	B-cell acute lymphocytic leukemia	C83.5	C	83.5	C81-C96	KMN128	Anaplastic Large T-cell Lymphoma
0	H00001	B-cell acute lymphoblastic leukemia	B-cell acute lymphocytic leukemia	C83.5	C	83.5	C81-C96	KMN129	Immunoblastic lymphoma
0	H00001	B-cell acute lymphoblastic leukemia	B-cell acute lymphocytic leukemia	C83.5	C	83.5	C81-C96	KMN130	Immunoproliferative Small Intestinal Disease
1	H00001	B-cell acute lymphoblastic leukemia	B-cell acute lymphocytic leukemia	C91.0	C	91.0	C81-C96	KMN86	B-cell Lymphoma
1	H00001	B-cell acute lymphoblastic leukemia	B-cell acute lymphocytic leukemia	C91.0	C	91.0	C81-C96	KMN87	B-cell Chronic Lymphocytic Leukaemia
1	H00001	B-cell acute lymphoblastic leukemia	B-cell acute lymphocytic leukemia	C91.0	C	91.0	C81-C96	KMN88	MALT Lymphoma
1	H00001	B-cell acute lymphoblastic leukemia	B-cell acute lymphocytic leukemia	C91.0	C	91.0	C81-C96	KMN89	POEMS Syndrome
1	H00001	B-cell acute lymphoblastic leukemia	B-cell acute lymphocytic leukemia	C91.0	C	91.0	C81-C96	KMN90	T-cell Acute Lymphoid Leukemia
1	H00001	B-cell acute lymphoblastic leukemia	B-cell acute lymphocytic leukemia	C91.0	C	91.0	C81-C96	KMN91	Diffuse Large-Cell Lymphoma
1	H00001	B-cell acute lymphoblastic leukemia	B-cell acute lymphocytic leukemia	C91.0	C	91.0	C81-C96	KMN92	Diffuse Large B-cell Lymphoma
1	H00001	B-cell acute lymphoblastic leukemia	B-cell acute lymphocytic leukemia	C91.0	C	91.0	C81-C96	KMN93	alpha Heavy Chain Disease
1	H00001	B-cell acute lymphoblastic leukemia	B-cell acute lymphocytic leukemia	C91.0	C	91.0	C81-C96	KMN94	gamma Heavy Chain Disease
1	H00001	B-cell acute lymphoblastic leukemia	B-cell acute lymphocytic leukemia	C91.0	C	91.0	C81-C96	KMN96	Sezary Syndrome
1	H00001	B-cell acute lymphoblastic leukemia	B-cell acute lymphocytic leukemia	C91.0	C	91.0	C81-C96	KMN98	Plasma-cell Leukaemia
1	H00001	B-cell acute lymphoblastic leukemia	B-cell acute lymphocytic leukemia	C91.0	C	91.0	C81-C96	KMN100	Mantle-cell Lymphoma
1	H00001	B-cell acute lymphoblastic leukemia	B-cell acute lymphocytic leukemia	C91.0	C	91.0	C81-C96	KMN101	mu Heavy Chain Disease
1	H00001	B-cell acute lymphoblastic leukemia	B-cell acute lymphocytic leukemia	C91.0	C	91.0	C81-C96	KMN103	Waldenstrom's Macroglobulinemia
1	H00001	B-cell acute lymphoblastic leukemia	B-cell acute lymphocytic leukemia	C91.0	C	91.0	C81-C96	KMN104	Acute Lymphoid Leukemia
1	H00001	B-cell acute lymphoblastic leukemia	B-cell acute lymphocytic leukemia	C91.0	C	91.0	C81-C96	KMN106	Minimally Differentiated Leukemia
1	H00001	B-cell acute lymphoblastic leukemia	B-cell acute lymphocytic leukemia	C91.0	C	91.0	C81-C96	KMN107	Myeloblastic Leukemia without Maturation
1	H00001	B-cell acute lymphoblastic leukemia	B-cell acute lymphocytic leukemia	C91.0	C	91.0	C81-C96	KMN108	Myeloblastic Leukemia with Maturation
1	H00001	B-cell acute lymphoblastic leukemia	B-cell acute lymphocytic leukemia	C91.0	C	91.0	C81-C96	KMN109	Hypergranular Promyelocytic Leukemia
1	H00001	B-cell acute lymphoblastic leukemia	B-cell acute lymphocytic leukemia	C91.0	C	91.0	C81-C96	KMN110	Myelomonocytic Leukemia
1	H00001	B-cell acute lymphoblastic leukemia	B-cell acute lymphocytic leukemia	C91.0	C	91.0	C81-C96	KMN111	Myelomonocytic Leukemia Variant: Increase in Abnormal Marrow Eosinophils
1	H00001	B-cell acute lymphoblastic leukemia	B-cell acute lymphocytic leukemia	C91.0	C	91.0	C81-C96	KMN112	Erythroleukemia
1	H00001	B-cell acute lymphoblastic leukemia	B-cell acute lymphocytic leukemia	C91.0	C	91.0	C81-C96	KMN113	Megakaryoblastic leukemia
1	H00001	B-cell acute lymphoblastic leukemia	B-cell acute lymphocytic leukemia	C91.0	C	91.0	C81-C96	KMN115	Nodular Lymphocyte-Predominant Hodgkin's Lymphoma
1	H00001	B-cell acute lymphoblastic leukemia	B-cell acute lymphocytic leukemia	C91.0	C	91.0	C81-C96	KMN116	Primary Effusion Lymphoma
1	H00001	B-cell acute lymphoblastic leukemia	B-cell acute lymphocytic leukemia	C91.0	C	91.0	C81-C96	KMN117	Classical Hodgkin's Lymphoma
1	H00001	B-cell acute lymphoblastic leukemia	B-cell acute lymphocytic leukemia	C91.0	C	91.0	C81-C96	KMN118	Adult T Cell Lymphoma/Leukemia
1	H00001	B-cell acute lymphoblastic leukemia	B-cell acute lymphocytic leukemia	C91.0	C	91.0	C81-C96	KMN119	Primary Testicular Lymphoma
1	H00001	B-cell acute lymphoblastic leukemia	B-cell acute lymphocytic leukemia	C91.0	C	91.0	C81-C96	KMN120	Precursor B Cell Acute Lymphoid Leukemia
1	H00001	B-cell acute lymphoblastic leukemia	B-cell acute lymphocytic leukemia	C91.0	C	91.0	C81-C96	KMN121	Precursor T cell Lymphoblastic Lymphoma
1	H00001	B-cell acute lymphoblastic leukemia	B-cell acute lymphocytic leukemia	C91.0	C	91.0	C81-C96	KMN123	Monocytic Leukemia
1	H00001	B-cell acute lymphoblastic leukemia	B-cell acute lymphocytic leukemia	C91.0	C	91.0	C81-C96	KMN124	Cutaneous T cell Lymphoma
1	H00001	B-cell acute lymphoblastic leukemia	B-cell acute lymphocytic leukemia	C91.0	C	91.0	C81-C96	KMN127	Chronic Myelogenous Leukemia
1	H00001	B-cell acute lymphoblastic leukemia	B-cell acute lymphocytic leukemia	C91.0	C	91.0	C81-C96	KMN128	Anaplastic Large T-cell Lymphoma
1	H00001	B-cell acute lymphoblastic leukemia	B-cell acute lymphocytic leukemia	C91.0	C	91.0	C81-C96	KMN129	Immunoblastic lymphoma
1	H00001	B-cell acute lymphoblastic leukemia	B-cell acute lymphocytic leukemia	C91.0	C	91.0	C81-C96	KMN130	Immunoproliferative Small Intestinal Disease
2	H00002	T-cell acute lymphoblastic leukemia	T-cell acute lymphocytic leukemia	C83.5	C	83.5	C81-C96	KMN86	B-cell Lymphoma
2	H00002	T-cell acute lymphoblastic leukemia	T-cell acute lymphocytic leukemia	C83.5	C	83.5	C81-C96	KMN87	B-cell Chronic Lymphocytic Leukaemia
2	H00002	T-cell acute lymphoblastic leukemia	T-cell acute lymphocytic leukemia	C83.5	C	83.5	C81-C96	KMN88	MALT Lymphoma
2	H00002	T-cell acute lymphoblastic leukemia	T-cell acute lymphocytic leukemia	C83.5	C	83.5	C81-C96	KMN89	POEMS Syndrome
2	H00002	T-cell acute lymphoblastic leukemia	T-cell acute lymphocytic leukemia	C83.5	C	83.5	C81-C96	KMN90	T-cell Acute Lymphoid Leukemia
2	H00002	T-cell acute lymphoblastic leukemia	T-cell acute lymphocytic leukemia	C83.5	C	83.5	C81-C96	KMN91	Diffuse Large-Cell Lymphoma
2	H00002	T-cell acute lymphoblastic leukemia	T-cell acute lymphocytic leukemia	C83.5	C	83.5	C81-C96	KMN92	Diffuse Large B-cell Lymphoma
2	H00002	T-cell acute lymphoblastic leukemia	T-cell acute lymphocytic leukemia	C83.5	C	83.5	C81-C96	KMN93	alpha Heavy Chain Disease
2	H00002	T-cell acute lymphoblastic leukemia	T-cell acute lymphocytic leukemia	C83.5	C	83.5	C81-C96	KMN94	gamma Heavy Chain Disease
2	H00002	T-cell acute lymphoblastic leukemia	T-cell acute lymphocytic leukemia	C83.5	C	83.5	C81-C96	KMN96	Sezary Syndrome
2	H00002	T-cell acute lymphoblastic leukemia	T-cell acute lymphocytic leukemia	C83.5	C	83.5	C81-C96	KMN98	Plasma-cell Leukaemia
2	H00002	T-cell acute lymphoblastic leukemia	T-cell acute lymphocytic leukemia	C83.5	C	83.5	C81-C96	KMN100	Mantle-cell Lymphoma
2	H00002	T-cell acute lymphoblastic leukemia	T-cell acute lymphocytic leukemia	C83.5	C	83.5	C81-C96	KMN101	mu Heavy Chain Disease
2	H00002	T-cell acute lymphoblastic leukemia	T-cell acute lymphocytic leukemia	C83.5	C	83.5	C81-C96	KMN103	Waldenstrom's Macroglobulinemia
2	H00002	T-cell acute lymphoblastic leukemia	T-cell acute lymphocytic leukemia	C83.5	C	83.5	C81-C96	KMN104	Acute Lymphoid Leukemia
2	H00002	T-cell acute lymphoblastic leukemia	T-cell acute lymphocytic leukemia	C83.5	C	83.5	C81-C96	KMN106	Minimally Differentiated Leukemia
2	H00002	T-cell acute lymphoblastic leukemia	T-cell acute lymphocytic leukemia	C83.5	C	83.5	C81-C96	KMN107	Myeloblastic Leukemia without Maturation
2	H00002	T-cell acute lymphoblastic leukemia	T-cell acute lymphocytic leukemia	C83.5	C	83.5	C81-C96	KMN108	Myeloblastic Leukemia with Maturation
2	H00002	T-cell acute lymphoblastic leukemia	T-cell acute lymphocytic leukemia	C83.5	C	83.5	C81-C96	KMN109	Hypergranular Promyelocytic Leukemia
2	H00002	T-cell acute lymphoblastic leukemia	T-cell acute lymphocytic leukemia	C83.5	C	83.5	C81-C96	KMN110	Myelomonocytic Leukemia
2	H00002	T-cell acute lymphoblastic leukemia	T-cell acute lymphocytic leukemia	C83.5	C	83.5	C81-C96	KMN111	Myelomonocytic Leukemia Variant: Increase in Abnormal Marrow Eosinophils
2	H00002	T-cell acute lymphoblastic leukemia	T-cell acute lymphocytic leukemia	C83.5	C	83.5	C81-C96	KMN112	Erythroleukemia
2	H00002	T-cell acute lymphoblastic leukemia	T-cell acute lymphocytic leukemia	C83.5	C	83.5	C81-C96	KMN113	Megakaryoblastic leukemia
2	H00002	T-cell acute lymphoblastic leukemia	T-cell acute lymphocytic leukemia	C83.5	C	83.5	C81-C96	KMN115	Nodular Lymphocyte-Predominant Hodgkin's Lymphoma
2	H00002	T-cell acute lymphoblastic leukemia	T-cell acute lymphocytic leukemia	C83.5	C	83.5	C81-C96	KMN116	Primary Effusion Lymphoma
2	H00002	T-cell acute lymphoblastic leukemia	T-cell acute lymphocytic leukemia	C83.5	C	83.5	C81-C96	KMN117	Classical Hodgkin's Lymphoma
2	H00002	T-cell acute lymphoblastic leukemia	T-cell acute lymphocytic leukemia	C83.5	C	83.5	C81-C96	KMN118	Adult T Cell Lymphoma/Leukemia
2	H00002	T-cell acute lymphoblastic leukemia	T-cell acute lymphocytic leukemia	C83.5	C	83.5	C81-C96	KMN119	Primary Testicular Lymphoma
2	H00002	T-cell acute lymphoblastic leukemia	T-cell acute lymphocytic leukemia	C83.5	C	83.5	C81-C96	KMN120	Precursor B Cell Acute Lymphoid Leukemia
2	H00002	T-cell acute lymphoblastic leukemia	T-cell acute lymphocytic leukemia	C83.5	C	83.5	C81-C96	KMN121	Precursor T cell Lymphoblastic Lymphoma
2	H00002	T-cell acute lymphoblastic leukemia	T-cell acute lymphocytic leukemia	C83.5	C	83.5	C81-C96	KMN123	Monocytic Leukemia
2	H00002	T-cell acute lymphoblastic leukemia	T-cell acute lymphocytic leukemia	C83.5	C	83.5	C81-C96	KMN124	Cutaneous T cell Lymphoma
2	H00002	T-cell acute lymphoblastic leukemia	T-cell acute lymphocytic leukemia	C83.5	C	83.5	C81-C96	KMN127	Chronic Myelogenous Leukemia
2	H00002	T-cell acute lymphoblastic leukemia	T-cell acute lymphocytic leukemia	C83.5	C	83.5	C81-C96	KMN128	Anaplastic Large T-cell Lymphoma
2	H00002	T-cell acute lymphoblastic leukemia	T-cell acute lymphocytic leukemia	C83.5	C	83.5	C81-C96	KMN129	Immunoblastic lymphoma
2	H00002	T-cell acute lymphoblastic leukemia	T-cell acute lymphocytic leukemia	C83.5	C	83.5	C81-C96	KMN130	Immunoproliferative Small Intestinal Disease
3	H00002	T-cell acute lymphoblastic leukemia	T-cell acute lymphocytic leukemia	C91.0	C	91.0	C81-C96	KMN86	B-cell Lymphoma
3	H00002	T-cell acute lymphoblastic leukemia	T-cell acute lymphocytic leukemia	C91.0	C	91.0	C81-C96	KMN87	B-cell Chronic Lymphocytic Leukaemia
3	H00002	T-cell acute lymphoblastic leukemia	T-cell acute lymphocytic leukemia	C91.0	C	91.0	C81-C96	KMN88	MALT Lymphoma
3	H00002	T-cell acute lymphoblastic leukemia	T-cell acute lymphocytic leukemia	C91.0	C	91.0	C81-C96	KMN89	POEMS Syndrome
3	H00002	T-cell acute lymphoblastic leukemia	T-cell acute lymphocytic leukemia	C91.0	C	91.0	C81-C96	KMN90	T-cell Acute Lymphoid Leukemia
3	H00002	T-cell acute lymphoblastic leukemia	T-cell acute lymphocytic leukemia	C91.0	C	91.0	C81-C96	KMN91	Diffuse Large-Cell Lymphoma
3	H00002	T-cell acute lymphoblastic leukemia	T-cell acute lymphocytic leukemia	C91.0	C	91.0	C81-C96	KMN92	Diffuse Large B-cell Lymphoma
3	H00002	T-cell acute lymphoblastic leukemia	T-cell acute lymphocytic leukemia	C91.0	C	91.0	C81-C96	KMN93	alpha Heavy Chain Disease
3	H00002	T-cell acute lymphoblastic leukemia	T-cell acute lymphocytic leukemia	C91.0	C	91.0	C81-C96	KMN94	gamma Heavy Chain Disease
3	H00002	T-cell acute lymphoblastic leukemia	T-cell acute lymphocytic leukemia	C91.0	C	91.0	C81-C96	KMN96	Sezary Syndrome
3	H00002	T-cell acute lymphoblastic leukemia	T-cell acute lymphocytic leukemia	C91.0	C	91.0	C81-C96	KMN98	Plasma-cell Leukaemia
3	H00002	T-cell acute lymphoblastic leukemia	T-cell acute lymphocytic leukemia	C91.0	C	91.0	C81-C96	KMN100	Mantle-cell Lymphoma
3	H00002	T-cell acute lymphoblastic leukemia	T-cell acute lymphocytic leukemia	C91.0	C	91.0	C81-C96	KMN101	mu Heavy Chain Disease
3	H00002	T-cell acute lymphoblastic leukemia	T-cell acute lymphocytic leukemia	C91.0	C	91.0	C81-C96	KMN103	Waldenstrom's Macroglobulinemia
3	H00002	T-cell acute lymphoblastic leukemia	T-cell acute lymphocytic leukemia	C91.0	C	91.0	C81-C96	KMN104	Acute Lymphoid Leukemia
3	H00002	T-cell acute lymphoblastic leukemia	T-cell acute lymphocytic leukemia	C91.0	C	91.0	C81-C96	KMN106	Minimally Differentiated Leukemia
3	H00002	T-cell acute lymphoblastic leukemia	T-cell acute lymphocytic leukemia	C91.0	C	91.0	C81-C96	KMN107	Myeloblastic Leukemia without Maturation
3	H00002	T-cell acute lymphoblastic leukemia	T-cell acute lymphocytic leukemia	C91.0	C	91.0	C81-C96	KMN108	Myeloblastic Leukemia with Maturation
3	H00002	T-cell acute lymphoblastic leukemia	T-cell acute lymphocytic leukemia	C91.0	C	91.0	C81-C96	KMN109	Hypergranular Promyelocytic Leukemia
3	H00002	T-cell acute lymphoblastic leukemia	T-cell acute lymphocytic leukemia	C91.0	C	91.0	C81-C96	KMN110	Myelomonocytic Leukemia
3	H00002	T-cell acute lymphoblastic leukemia	T-cell acute lymphocytic leukemia	C91.0	C	91.0	C81-C96	KMN111	Myelomonocytic Leukemia Variant: Increase in Abnormal Marrow Eosinophils
3	H00002	T-cell acute lymphoblastic leukemia	T-cell acute lymphocytic leukemia	C91.0	C	91.0	C81-C96	KMN112	Erythroleukemia
3	H00002	T-cell acute lymphoblastic leukemia	T-cell acute lymphocytic leukemia	C91.0	C	91.0	C81-C96	KMN113	Megakaryoblastic leukemia
3	H00002	T-cell acute lymphoblastic leukemia	T-cell acute lymphocytic leukemia	C91.0	C	91.0	C81-C96	KMN115	Nodular Lymphocyte-Predominant Hodgkin's Lymphoma
3	H00002	T-cell acute lymphoblastic leukemia	T-cell acute lymphocytic leukemia	C91.0	C	91.0	C81-C96	KMN116	Primary Effusion Lymphoma
3	H00002	T-cell acute lymphoblastic leukemia	T-cell acute lymphocytic leukemia	C91.0	C	91.0	C81-C96	KMN117	Classical Hodgkin's Lymphoma
3	H00002	T-cell acute lymphoblastic leukemia	T-cell acute lymphocytic leukemia	C91.0	C	91.0	C81-C96	KMN118	Adult T Cell Lymphoma/Leukemia
3	H00002	T-cell acute lymphoblastic leukemia	T-cell acute lymphocytic leukemia	C91.0	C	91.0	C81-C96	KMN119	Primary Testicular Lymphoma
3	H00002	T-cell acute lymphoblastic leukemia	T-cell acute lymphocytic leukemia	C91.0	C	91.0	C81-C96	KMN120	Precursor B Cell Acute Lymphoid Leukemia
3	H00002	T-cell acute lymphoblastic leukemia	T-cell acute lymphocytic leukemia	C91.0	C	91.0	C81-C96	KMN121	Precursor T cell Lymphoblastic Lymphoma
3	H00002	T-cell acute lymphoblastic leukemia	T-cell acute lymphocytic leukemia	C91.0	C	91.0	C81-C96	KMN123	Monocytic Leukemia
3	H00002	T-cell acute lymphoblastic leukemia	T-cell acute lymphocytic leukemia	C91.0	C	91.0	C81-C96	KMN124	Cutaneous T cell Lymphoma
3	H00002	T-cell acute lymphoblastic leukemia	T-cell acute lymphocytic leukemia	C91.0	C	91.0	C81-C96	KMN127	Chronic Myelogenous Leukemia
3	H00002	T-cell acute lymphoblastic leukemia	T-cell acute lymphocytic leukemia	C91.0	C	91.0	C81-C96	KMN128	Anaplastic Large T-cell Lymphoma
3	H00002	T-cell acute lymphoblastic leukemia	T-cell acute lymphocytic leukemia	C91.0	C	91.0	C81-C96	KMN129	Immunoblastic lymphoma
3	H00002	T-cell acute lymphoblastic leukemia	T-cell acute lymphocytic leukemia	C91.0	C	91.0	C81-C96	KMN130	Immunoproliferative Small Intestinal Disease
4	H00004	Chronic myeloid leukemia	NO_DATA	C92.1	C	92.1	C81-C96	KMN86	B-cell Lymphoma
4	H00004	Chronic myeloid leukemia	NO_DATA	C92.1	C	92.1	C81-C96	KMN87	B-cell Chronic Lymphocytic Leukaemia
4	H00004	Chronic myeloid leukemia	NO_DATA	C92.1	C	92.1	C81-C96	KMN88	MALT Lymphoma
4	H00004	Chronic myeloid leukemia	NO_DATA	C92.1	C	92.1	C81-C96	KMN89	POEMS Syndrome
4	H00004	Chronic myeloid leukemia	NO_DATA	C92.1	C	92.1	C81-C96	KMN90	T-cell Acute Lymphoid Leukemia
4	H00004	Chronic myeloid leukemia	NO_DATA	C92.1	C	92.1	C81-C96	KMN91	Diffuse Large-Cell Lymphoma
